,model_type,clf,parameters,split_date,min_year_in_train,max_year_in_train,min_year_in_test,max_year_in_test,random_baseline,p_at_1,recall_at_1,f1_at_1,p_at_2,recall_at_2,f1_at_2,p_at_5,recall_at_5,f1_at_5,p_at_10,recall_at_10,f1_at_10,p_at_20,recall_at_20,f1_at_20,p_at_30,recall_at_30,f1_at_30,p_at_50,recall_at_50,f1_at_50,auc-roc
0,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=50, max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=10000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",2013-01-01,2010-01-01,2012-01-01,2013-01-01,2013-01-01,0.10062893081761007,0.8571428571428571,0.075,0.13793103448275862,0.6666666666666666,0.125,0.21052631578947367,0.5897435897435898,0.2875,0.38655462184873945,0.4810126582278481,0.475,0.4779874213836478,0.3584905660377358,0.7125,0.47698744769874474,0.31092436974789917,0.925,0.46540880503144655,0.19395465994962216,0.9625,0.32285115303983225,0.890472027972028
1,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=50, max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=10000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10000, 'n_jobs': -1}",2013-01-01,2010-01-01,2012-01-01,2013-01-01,2013-01-01,0.10062893081761007,0.8571428571428571,0.075,0.13793103448275862,0.6666666666666666,0.125,0.21052631578947367,0.5384615384615384,0.2625,0.3529411764705882,0.46835443037974683,0.4625,0.4654088050314466,0.3836477987421384,0.7625,0.5104602510460251,0.3067226890756303,0.9125,0.459119496855346,0.1964735516372796,0.975,0.3270440251572327,0.8916783216783216
2,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=50, max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=10000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",2013-01-01,2010-01-01,2012-01-01,2013-01-01,2013-01-01,0.10062893081761007,0.8571428571428571,0.075,0.13793103448275862,0.6666666666666666,0.125,0.21052631578947367,0.5384615384615384,0.2625,0.3529411764705882,0.4810126582278481,0.475,0.4779874213836478,0.3710691823899371,0.7375,0.4937238493723849,0.31092436974789917,0.925,0.46540880503144655,0.1964735516372796,0.975,0.3270440251572327,0.8909265734265734
3,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=50, max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=10000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 10000, 'n_jobs': -1}",2013-01-01,2010-01-01,2012-01-01,2013-01-01,2013-01-01,0.10062893081761007,0.8571428571428571,0.075,0.13793103448275862,0.6666666666666666,0.125,0.21052631578947367,0.5128205128205128,0.25,0.3361344537815126,0.46835443037974683,0.4625,0.4654088050314466,0.3836477987421384,0.7625,0.5104602510460251,0.3067226890756303,0.9125,0.459119496855346,0.1964735516372796,0.975,0.3270440251572327,0.8918706293706293
4,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=50, max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=10000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",2013-01-01,2010-01-01,2012-01-01,2013-01-01,2013-01-01,0.10062893081761007,0.8571428571428571,0.075,0.13793103448275862,0.6,0.1125,0.18947368421052632,0.46153846153846156,0.225,0.3025210084033614,0.43037974683544306,0.425,0.4276729559748428,0.3333333333333333,0.6625,0.4435146443514644,0.29831932773109243,0.8875,0.44654088050314467,0.19395465994962216,0.9625,0.32285115303983225,0.8804020979020979
5,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=50, max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=10000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10000, 'n_jobs': -1}",2013-01-01,2010-01-01,2012-01-01,2013-01-01,2013-01-01,0.10062893081761007,0.8571428571428571,0.075,0.13793103448275862,0.6666666666666666,0.125,0.21052631578947367,0.48717948717948717,0.2375,0.31932773109243695,0.4050632911392405,0.4,0.4025157232704402,0.34591194968553457,0.6875,0.46025104602510464,0.3067226890756303,0.9125,0.459119496855346,0.19395465994962216,0.9625,0.32285115303983225,0.8794755244755245
6,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=50, max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=10000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",2013-01-01,2010-01-01,2012-01-01,2013-01-01,2013-01-01,0.10062893081761007,0.8571428571428571,0.075,0.13793103448275862,0.6666666666666666,0.125,0.21052631578947367,0.48717948717948717,0.2375,0.31932773109243695,0.4177215189873418,0.4125,0.41509433962264153,0.3584905660377358,0.7125,0.47698744769874474,0.3025210084033613,0.9,0.45283018867924524,0.19395465994962216,0.9625,0.32285115303983225,0.8833304195804196
7,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=50, max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=10000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 10000, 'n_jobs': -1}",2013-01-01,2010-01-01,2012-01-01,2013-01-01,2013-01-01,0.10062893081761007,0.8571428571428571,0.075,0.13793103448275862,0.6666666666666666,0.125,0.21052631578947367,0.48717948717948717,0.2375,0.31932773109243695,0.4050632911392405,0.4,0.4025157232704402,0.34591194968553457,0.6875,0.46025104602510464,0.3067226890756303,0.9125,0.459119496855346,0.1964735516372796,0.975,0.3270440251572327,0.8797902097902099
8,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=50, max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=10000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",2013-01-01,2010-01-01,2012-01-01,2013-01-01,2013-01-01,0.10062893081761007,0.8571428571428571,0.075,0.13793103448275862,0.6,0.1125,0.18947368421052632,0.5384615384615384,0.2625,0.3529411764705882,0.43037974683544306,0.425,0.4276729559748428,0.3522012578616352,0.7,0.4686192468619247,0.3067226890756303,0.9125,0.459119496855346,0.1964735516372796,0.975,0.3270440251572327,0.8857604895104896
9,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
                       max_depth=50, max_features='log2', max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=10,
                       min_weight_fraction_leaf=0.0, n_estimators=10000,
                       n_jobs=-1, oob_score=False, random_state=None, verbose=0,
                       warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10000, 'n_jobs': -1}",2013-01-01,2010-01-01,2012-01-01,2013-01-01,2013-01-01,0.10062893081761007,0.8571428571428571,0.075,0.13793103448275862,0.6,0.1125,0.18947368421052632,0.5384615384615384,0.2625,0.3529411764705882,0.45569620253164556,0.45,0.45283018867924535,0.3836477987421384,0.7625,0.5104602510460251,0.31092436974789917,0.925,0.46540880503144655,0.1964735516372796,0.975,0.3270440251572327,0.8975000000000001
