,model_type,clf,parameters,split_date,min_year_in_train,max_year_in_train,min_year_in_test,max_year_in_test,random_baseline,p_at_1,recall_at_1,f1_at_1,p_at_2,recall_at_2,f1_at_2,p_at_5,recall_at_5,f1_at_5,p_at_10,recall_at_10,f1_at_10,p_at_20,recall_at_20,f1_at_20,p_at_30,recall_at_30,f1_at_30,p_at_50,recall_at_50,f1_at_50,auc-roc
49,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.2857142857142857,0.025,0.04597701149425287,0.5333333333333333,0.1,0.16842105263157897,0.48717948717948717,0.2375,0.31932773109243695,0.43037974683544306,0.425,0.4276729559748428,0.3522012578616352,0.7,0.4686192468619247,0.2928870292887029,0.875,0.43887147335423193,0.19298245614035087,0.9625,0.32150313152400833,0.8790073018080667
50,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 1000, 'subsample': 0.1}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.5714285714285714,0.05,0.09195402298850575,0.7333333333333333,0.1375,0.23157894736842105,0.5897435897435898,0.2875,0.38655462184873945,0.4810126582278481,0.475,0.4779874213836478,0.3584905660377358,0.7125,0.47698744769874474,0.301255230125523,0.9,0.45141065830721006,0.19047619047619047,0.95,0.31732776617954067,0.8878650904033379
51,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 1000, 'subsample': 1.0}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.8571428571428571,0.075,0.13793103448275862,0.7333333333333333,0.1375,0.23157894736842105,0.5128205128205128,0.25,0.3361344537815126,0.46835443037974683,0.4625,0.4654088050314466,0.31446540880503143,0.625,0.41841004184100417,0.2803347280334728,0.8375,0.42006269592476486,0.19799498746867167,0.9875,0.3298538622129436,0.8760257301808066
52,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.001, 'max_depth': 50, 'n_estimators': 100, 'subsample': 0.1}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.5714285714285714,0.05,0.09195402298850575,0.6,0.1125,0.18947368421052632,0.5897435897435898,0.2875,0.38655462184873945,0.5189873417721519,0.5125,0.5157232704402516,0.3522012578616352,0.7,0.4686192468619247,0.28870292887029286,0.8625,0.43260188087774293,0.19548872180451127,0.975,0.325678496868476,0.8897253129346314
53,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.001, 'max_depth': 50, 'n_estimators': 100, 'subsample': 1.0}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.7142857142857143,0.0625,0.11494252873563218,0.6,0.1125,0.18947368421052632,0.23076923076923078,0.1125,0.1512605042016807,0.31645569620253167,0.3125,0.31446540880503143,0.3018867924528302,0.6,0.40167364016736395,0.2384937238493724,0.7125,0.35736677115987464,0.20050125313283207,1.0,0.33402922755741127,0.762134909596662
54,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.001, 'max_depth': 50, 'n_estimators': 1000, 'subsample': 0.1}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.42857142857142855,0.0375,0.06896551724137931,0.4666666666666667,0.0875,0.14736842105263157,0.48717948717948717,0.2375,0.31932773109243695,0.46835443037974683,0.4625,0.4654088050314466,0.3522012578616352,0.7,0.4686192468619247,0.301255230125523,0.9,0.45141065830721006,0.19047619047619047,0.95,0.31732776617954067,0.8800764951321279
55,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.001, 'max_depth': 50, 'n_estimators': 1000, 'subsample': 1.0}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.07692307692307693,0.0375,0.05042016806722689,0.31645569620253167,0.3125,0.31446540880503143,0.3018867924528302,0.6,0.40167364016736395,0.2384937238493724,0.7125,0.35736677115987464,0.18045112781954886,0.9,0.30062630480167013,0.7821540333796939
56,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.1}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.3333333333333333,0.1625,0.2184873949579832,0.27848101265822783,0.275,0.27672955974842767,0.2578616352201258,0.5125,0.34309623430962344,0.20502092050209206,0.6125,0.3072100313479624,0.14285714285714285,0.7125,0.23799582463465552,0.650990959666203
57,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.7142857142857143,0.0625,0.11494252873563218,0.6666666666666666,0.125,0.21052631578947367,0.46153846153846156,0.225,0.3025210084033614,0.4050632911392405,0.4,0.4025157232704402,0.31446540880503143,0.625,0.41841004184100417,0.2510460251046025,0.75,0.37617554858934166,0.19298245614035087,0.9625,0.32150313152400833,0.8371609874826148
58,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000, 'subsample': 0.1}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.02564102564102564,0.0125,0.01680672268907563,0.0379746835443038,0.0375,0.03773584905660377,0.1320754716981132,0.2625,0.17573221757322174,0.08786610878661087,0.2625,0.13166144200626959,0.20050125313283207,1.0,0.33402922755741127,0.548730876216968
59,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000, 'subsample': 1.0}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.5714285714285714,0.05,0.09195402298850575,0.6666666666666666,0.125,0.21052631578947367,0.5384615384615384,0.2625,0.3529411764705882,0.379746835443038,0.375,0.37735849056603776,0.2830188679245283,0.5625,0.3765690376569038,0.24686192468619247,0.7375,0.3699059561128527,0.17543859649122806,0.875,0.2922755741127348,0.8043636995827538
60,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 50, 'n_estimators': 100, 'subsample': 0.1}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.1794871794871795,0.0875,0.11764705882352941,0.16455696202531644,0.1625,0.16352201257861637,0.0880503144654088,0.175,0.11715481171548117,0.06276150627615062,0.1875,0.09404388714733541,0.042606516290726815,0.2125,0.0709812108559499,0.33146731571627264
61,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 50, 'n_estimators': 100, 'subsample': 1.0}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.42857142857142855,0.0375,0.06896551724137931,0.6666666666666666,0.125,0.21052631578947367,0.5128205128205128,0.25,0.3361344537815126,0.3670886075949367,0.3625,0.36477987421383645,0.29559748427672955,0.5875,0.3933054393305439,0.2594142259414226,0.775,0.3887147335423198,0.19548872180451127,0.975,0.325678496868476,0.8489308066759389
62,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 50, 'n_estimators': 1000, 'subsample': 0.1}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.02564102564102564,0.0125,0.01680672268907563,0.0379746835443038,0.0375,0.03773584905660377,0.2578616352201258,0.5125,0.34309623430962344,0.2217573221757322,0.6625,0.3322884012539185,0.14035087719298245,0.7,0.23382045929018788,0.6792854659248957
63,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.1, 'max_depth': 50, 'n_estimators': 1000, 'subsample': 1.0}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.7142857142857143,0.0625,0.11494252873563218,0.8,0.15,0.2526315789473684,0.5128205128205128,0.25,0.3361344537815126,0.34177215189873417,0.3375,0.339622641509434,0.3018867924528302,0.6,0.40167364016736395,0.2594142259414226,0.775,0.3887147335423198,0.19548872180451127,0.975,0.325678496868476,0.8473313630041724
64,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.1}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07769423558897243,0.3875,0.12943632567849686,0.32656467315716275
65,GB,"GradientBoostingClassifier(criterion='friedman_mse', init=None,
              learning_rate=0.5, loss='deviance', max_depth=50,
              max_features=None, max_leaf_nodes=None,
              min_impurity_decrease=0.0, min_impurity_split=None,
              min_samples_leaf=1, min_samples_split=2,
              min_weight_fraction_leaf=0.0, n_estimators=1000,
              n_iter_no_change=None, presort='auto', random_state=None,
              subsample=1.0, tol=0.0001, validation_fraction=0.1,
              verbose=0, warm_start=False)","{'learning_rate': 0.5, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",2015-01-01,2010-01-01,2014-01-01,2015-01-01,2015-01-01,0.10012515644555695,0.42857142857142855,0.0375,0.06896551724137931,0.4,0.075,0.1263157894736842,0.41025641025641024,0.2,0.2689075630252101,0.34177215189873417,0.3375,0.339622641509434,0.31446540880503143,0.625,0.41841004184100417,0.24686192468619247,0.7375,0.3699059561128527,0.17293233082706766,0.8625,0.28810020876826725,0.7916898470097358
