,model_type,clf,parameters,split_date,min_year_in_train,max_year_in_train,min_year_in_test,max_year_in_test,random_baseline,p_at_1,recall_at_1,f1_at_1,p_at_2,recall_at_2,f1_at_2,p_at_5,recall_at_5,f1_at_5,p_at_10,recall_at_10,f1_at_10,p_at_20,recall_at_20,f1_at_20,p_at_30,recall_at_30,f1_at_30,p_at_50,recall_at_50,f1_at_50,auc-roc
387,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 1, 'max_features': 'log2', 'min_samples_split': 10}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10504201680672269,0.3125,0.15723270440251572,0.1884422110552764,0.9375,0.3138075313807531,0.6063198324022346
388,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_split': 2}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.358974358974359,0.175,0.23529411764705882,0.379746835443038,0.375,0.37735849056603776,0.2578616352201258,0.5125,0.34309623430962344,0.2815126050420168,0.8375,0.4213836477987421,0.18090452261306533,0.9,0.301255230125523,0.8071403631284917
389,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_split': 5}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.28205128205128205,0.1375,0.18487394957983194,0.25316455696202533,0.25,0.25157232704402516,0.25157232704402516,0.5,0.3347280334728034,0.2773109243697479,0.825,0.4150943396226415,0.17587939698492464,0.875,0.29288702928870297,0.7773917597765364
390,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'max_features': None, 'min_samples_split': 10}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.3076923076923077,0.15,0.20168067226890757,0.2911392405063291,0.2875,0.2893081761006289,0.2578616352201258,0.5125,0.34309623430962344,0.2815126050420168,0.8375,0.4213836477987421,0.17839195979899497,0.8875,0.29707112970711297,0.7927723463687151
391,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 2}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.2857142857142857,0.025,0.04597701149425287,0.13333333333333333,0.025,0.04210526315789474,0.41025641025641024,0.2,0.2689075630252101,0.3291139240506329,0.325,0.32704402515723274,0.37735849056603776,0.75,0.5020920502092051,0.29411764705882354,0.875,0.44025157232704404,0.19597989949748743,0.975,0.3263598326359833,0.8932087988826816
392,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 5}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.42857142857142855,0.0375,0.06896551724137931,0.4666666666666667,0.0875,0.14736842105263157,0.4358974358974359,0.2125,0.2857142857142857,0.4430379746835443,0.4375,0.44025157232704404,0.22641509433962265,0.45,0.301255230125523,0.24789915966386555,0.7375,0.37106918238993714,0.1984924623115578,0.9875,0.3305439330543933,0.8434968575418995
393,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_split': 10}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,1.0,0.0875,0.16091954022988506,0.6,0.1125,0.18947368421052632,0.46153846153846156,0.225,0.3025210084033614,0.3037974683544304,0.3,0.3018867924528302,0.22641509433962265,0.45,0.301255230125523,0.19747899159663865,0.5875,0.29559748427672955,0.19597989949748743,0.975,0.3263598326359833,0.8366532821229051
394,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.8571428571428571,0.075,0.13793103448275862,0.6,0.1125,0.18947368421052632,0.5128205128205128,0.25,0.3361344537815126,0.25316455696202533,0.25,0.25157232704402516,0.2578616352201258,0.5125,0.34309623430962344,0.2773109243697479,0.825,0.4150943396226415,0.20100502512562815,1.0,0.3347280334728034,0.8565991620111731
395,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 5}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.3333333333333333,0.0625,0.10526315789473684,0.5641025641025641,0.275,0.3697478991596639,0.3924050632911392,0.3875,0.38993710691823896,0.23270440251572327,0.4625,0.30962343096234307,0.25210084033613445,0.75,0.3773584905660377,0.19597989949748743,0.975,0.3263598326359833,0.8326379189944134
396,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.7142857142857143,0.0625,0.11494252873563218,0.8,0.15,0.2526315789473684,0.358974358974359,0.175,0.23529411764705882,0.3037974683544304,0.3,0.3018867924528302,0.2893081761006289,0.575,0.38493723849372385,0.2647058823529412,0.7875,0.39622641509433965,0.1934673366834171,0.9625,0.32217573221757323,0.8316428072625697
397,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': None, 'min_samples_split': 2}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.02564102564102564,0.0125,0.01680672268907563,0.3291139240506329,0.325,0.32704402515723274,0.2389937106918239,0.475,0.3179916317991632,0.23529411764705882,0.7,0.3522012578616352,0.14321608040201006,0.7125,0.2384937238493724,0.6439682262569834
398,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': None, 'min_samples_split': 5}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.1794871794871795,0.0875,0.11764705882352941,0.31645569620253167,0.3125,0.31446540880503143,0.25157232704402516,0.5,0.3347280334728034,0.226890756302521,0.675,0.339622641509434,0.1507537688442211,0.75,0.2510460251046025,0.6671089385474861
399,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': None, 'min_samples_split': 10}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.28205128205128205,0.1375,0.18487394957983194,0.3670886075949367,0.3625,0.36477987421383645,0.3018867924528302,0.6,0.40167364016736395,0.2647058823529412,0.7875,0.39622641509433965,0.18090452261306533,0.9,0.301255230125523,0.7982978351955308
400,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 2}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.38461538461538464,0.1875,0.2521008403361345,0.4177215189873418,0.4125,0.41509433962264153,0.3333333333333333,0.6625,0.4435146443514644,0.2647058823529412,0.7875,0.39622641509433965,0.20100502512562815,1.0,0.3347280334728034,0.8091131284916201
401,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 5}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.5714285714285714,0.05,0.09195402298850575,0.3333333333333333,0.0625,0.10526315789473684,0.5641025641025641,0.275,0.3697478991596639,0.3670886075949367,0.3625,0.36477987421383645,0.22012578616352202,0.4375,0.29288702928870297,0.2184873949579832,0.65,0.3270440251572327,0.20100502512562815,1.0,0.3347280334728034,0.6985422486033519
402,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_split': 10}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.20512820512820512,0.1,0.13445378151260504,0.26582278481012656,0.2625,0.2641509433962264,0.2389937106918239,0.475,0.3179916317991632,0.25630252100840334,0.7625,0.38364779874213834,0.16331658291457288,0.8125,0.2719665271966527,0.7183746508379888
403,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 2}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.41025641025641024,0.2,0.2689075630252101,0.379746835443038,0.375,0.37735849056603776,0.2578616352201258,0.5125,0.34309623430962344,0.21008403361344538,0.625,0.31446540880503143,0.1407035175879397,0.7,0.23430962343096234,0.662395251396648
404,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 5}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.48717948717948717,0.2375,0.31932773109243695,0.379746835443038,0.375,0.37735849056603776,0.31446540880503143,0.625,0.41841004184100417,0.226890756302521,0.675,0.339622641509434,0.135678391959799,0.675,0.22594142259414224,0.6878229748603353
405,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_split': 10}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.5333333333333333,0.1,0.16842105263157897,0.5128205128205128,0.25,0.3361344537815126,0.3924050632911392,0.3875,0.38993710691823896,0.25157232704402516,0.5,0.3347280334728034,0.19327731092436976,0.575,0.2893081761006289,0.16331658291457288,0.8125,0.2719665271966527,0.712342877094972
406,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'max_features': None, 'min_samples_split': 2}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.02564102564102564,0.0125,0.01680672268907563,0.189873417721519,0.1875,0.18867924528301888,0.2138364779874214,0.425,0.28451882845188287,0.14285714285714285,0.425,0.21383647798742136,0.20100502512562815,1.0,0.3347280334728034,0.6446665502793296
407,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'max_features': None, 'min_samples_split': 5}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.02564102564102564,0.0125,0.01680672268907563,0.2911392405063291,0.2875,0.2893081761006289,0.2389937106918239,0.475,0.3179916317991632,0.1722689075630252,0.5125,0.2578616352201258,0.20100502512562815,1.0,0.3347280334728034,0.6739175977653631
408,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'max_features': None, 'min_samples_split': 10}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.15384615384615385,0.075,0.10084033613445378,0.34177215189873417,0.3375,0.339622641509434,0.2578616352201258,0.5125,0.34309623430962344,0.2184873949579832,0.65,0.3270440251572327,0.20100502512562815,1.0,0.3347280334728034,0.7212726955307263
409,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 2}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.02564102564102564,0.0125,0.01680672268907563,0.34177215189873417,0.3375,0.339622641509434,0.2389937106918239,0.475,0.3179916317991632,0.15966386554621848,0.475,0.2389937106918239,0.20100502512562815,1.0,0.3347280334728034,0.6946403631284916
410,DT,"DecisionTreeClassifier(class_weight=None, criterion='entropy', max_depth=100,
            max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, presort=False, random_state=None,
            splitter='best')","{'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 5}",2016-01-01,2010-01-01,2015-01-01,2016-01-01,2016-01-01,0.10050251256281408,0.14285714285714285,0.0125,0.022988505747126436,0.06666666666666667,0.0125,0.02105263157894737,0.02564102564102564,0.0125,0.01680672268907563,0.31645569620253167,0.3125,0.31446540880503143,0.2830188679245283,0.5625,0.3765690376569038,0.20168067226890757,0.6,0.3018867924528302,0.20100502512562815,1.0,0.3347280334728034,0.7107105446927374
